,target,node
0,0.2519683372545173,11142
1,0.6895407927007086,2243
2,0.6782445967801902,15514
3,0.2725001116191168,20944
4,0.2488884236526936,8721
5,0.3571205567494938,8299
6,0.2107249833037879,26315
7,0.2178541485252405,24607
8,0.4553706320970244,8474
9,0.6441665163584285,1219
10,0.3315410811741738,23905
11,2.604918254777368,96
12,0.4846751498689884,5554
13,0.3206145649612898,25861
14,0.2633759571099453,27315
15,0.2882359673595391,25230
16,0.2521401213533791,3488
17,0.2268001595449861,14867
18,0.3543012728145761,21949
19,0.2047756587128268,19202
20,0.2297710606474326,26693
21,0.3150312764600123,23644
22,0.2602453735030557,5427
23,0.2145865885399344,8317
24,0.3254822964907224,14590
25,0.2444240912923685,12180
26,2.3604922217951767,17402
27,0.3715651998595685,18033
28,0.6140568444192332,2821
29,1.1146984384541927,15576
30,0.3532641384690571,19513
31,0.2228048474074051,21006
32,0.8161379708838313,3377
33,0.2590746716282367,21753
34,0.3907930969813154,17524
35,0.4946613130996349,23481
36,0.2225750088721867,9624
37,0.3811546261217,17335
38,0.2152422200908514,18580
39,0.2688148178959473,17604
40,0.3206384824219567,21124
41,0.7907665727217268,2004
42,0.3765889184811437,211
43,0.2453819560345563,30354
44,0.4383907810859079,5517
45,0.3301959553867055,3964
46,0.2066584787277839,21377
47,0.5047337729623216,13584
48,0.5674655954180844,3544
49,0.3568217029710869,1254
50,0.2000351849393344,7986
51,0.3543583766673939,19739
52,0.1972319314653593,27963
53,0.3670305192464662,27419
54,0.2944407664405328,6202
55,0.2621178281607763,17964
56,0.2730052542421385,2346
57,1.4796461599797217,6430
58,0.5716606690086675,4352
59,0.3245916237126006,7941
60,1.120529494218346,334
61,0.3659771397405688,21878
62,0.2726625535710367,5037
63,0.2741902757816161,11880
64,0.2634138826964559,23974
65,0.3252947806208227,14510
66,0.2684725049040397,21072
67,0.764544785980309,13061
68,0.6199008971294853,17710
69,0.5600776740627633,6274
70,1.151446811558055,2271
71,0.4814911452489605,15373
72,0.1905649700930296,25680
73,0.4172443725058176,4319
74,0.2521289966706415,10947
75,0.2186613810346753,15857
76,0.2619876791962096,10687
77,0.23887372978275,12324
78,0.2532191126305186,25572
79,5.552141489151156,19124
80,6.743358855757806,112
81,0.2862862607377843,26497
82,0.2737469104318042,27400
83,0.7786005512077144,3461
84,0.7253247632070419,17086
85,0.7147131622688855,1959
86,0.298314906432546,25799
87,0.3711408848176084,492
88,0.4993016238044614,20221
89,0.3558593107199996,26633
90,0.244673247304771,7320
91,1.5183010603373663,4192
92,0.3492989501575733,20789
93,0.6161112257763306,4037
94,1.705672997572708,24039
95,0.6181036986358498,27668
96,0.3808108558797302,13663
97,1.5186942619522288,8497
98,0.5706185577276582,1655
99,0.2756941971355577,22333
100,0.2607918407196204,20575
101,0.9030877396429152,23829
102,0.4702882777173169,11216
103,0.3108149361110217,27949
104,0.3438608422118042,18694
105,0.273565909164846,10650
106,1.105935182966706,11805
107,0.3822572077141885,14613
108,0.3420116512338303,22474
109,0.556712037472546,9325
110,0.2274524571893788,26079
111,0.3115130192382329,20172
112,3.290838940328905,2554
113,0.2799461542790561,27114
114,0.6690630805680184,562
115,0.2735663352799335,25932
116,0.7816246382932012,26625
117,1.8685566840018717,25089
118,0.2784469365011571,8747
119,0.40296509371528,20313
120,0.6347535940803549,22076
121,0.3025885307396952,5924
122,0.2673565889591575,14239
123,0.4143742598386226,13146
124,0.3774625650405495,2021
125,0.3626221197686477,9480
126,0.286520880611166,3992
127,0.3004738063779887,7188
128,0.3824977496840867,1243
129,0.9651322616203748,2559
130,0.3829456419886038,27802
131,0.2600654122593512,16590
132,3.5325938469960927,1542
133,0.274063021463966,7646
134,0.7636868149484854,27468
135,0.2408090799956764,30496
136,0.3502585156292833,1628
137,0.2687226651490227,18995
138,0.4038095230350143,3448
139,0.4670579619159367,4800
140,0.408175666743449,11380
141,0.3927254679476527,9322
142,0.2328085830163163,10505
143,0.3371535419554383,13266
144,0.2575166634974778,9631
145,0.7638957610021377,16271
146,1.4190902421540403,20280
147,0.2671906499520484,13494
148,0.2039386372906696,18540
149,0.4328730692756285,2908
150,1.0776887193158848,5468
151,0.3282757321280536,742
152,0.4717434532239288,10407
153,0.398727944830592,11272
154,0.2080179253637602,13267
155,0.4275588017902771,4119
156,0.3708662696038049,4302
157,0.4366024241223655,1771
158,0.2474953981218931,28715
159,0.2454706958518384,18908
160,0.2359819358178539,13797
161,0.2841449449846186,22748
162,0.1972318050237969,24934
163,0.2591830817437934,25357
164,0.2026194295038842,1395
165,0.250613411838863,10358
166,1.2584850968624746,2401
167,0.2056523938237189,20770
168,0.2383900549851985,8861
169,0.2771533950997874,12236
170,0.2985023467658136,14169
171,0.194897624713201,28615
172,0.3325866990797835,22578
173,0.959823266592704,5403
174,0.2518339112364362,1859
175,0.7101655174552718,7299
176,0.4123762819525908,602
177,0.3942791221139103,27061
178,2.5162168298873,764
179,0.546288950929165,232
180,0.6855084200080108,20486
181,0.7829096280308914,28043
182,0.262147759221938,5026
183,0.2292425727636879,8759
184,1.2919925889105388,16152
185,0.4252220530402101,13900
186,0.2625495230128317,22293
187,0.6786226019324526,8192
188,0.3322938303946215,1033
189,0.7199666976377153,21727
190,0.269267397149851,14128
191,0.1812539914447499,2141
192,0.3980897715042521,12420
193,0.6284184105357757,21335
194,0.3824537201092766,9078
195,0.3039519517500472,3720
196,0.3764548090265434,2629
197,0.3195248979720425,17640
198,0.3059421767409579,14027
199,0.1952074998167475,5096
200,0.3567767501805629,12602
201,0.369195471494149,20515
202,0.2727213355405663,5673
203,0.6119472301521538,3367
204,0.2685773075465303,9507
205,0.2718756005789511,24235
206,0.3391935816295368,29885
207,0.2623070837684367,24322
208,0.6289117944403679,7831
209,0.3003767662566246,23969
210,0.2331887498324988,19608
211,0.3968677415577326,8756
212,0.8382080300327931,7889
213,0.4634930310694055,2481
214,0.3847918876126506,1050
215,0.4380443497087447,920
216,0.5549939530573772,9524
217,0.8300465015746648,4818
218,0.691726566372431,21471
219,0.3093204737634908,6187
220,0.2501649399569317,6524
221,0.3792350142643025,20609
222,0.3652027851219483,4483
223,0.3164987109898856,4917
224,0.2603164538007544,7483
225,0.2510611557350368,11674
226,0.3596550965822807,15520
227,0.2875571853179584,10788
228,0.7558560491430615,27027
229,0.3974500538905853,19126
230,0.2641838307445155,27349
231,0.3857740056676095,25658
232,0.2184106787193904,4916
233,0.4429291703663103,27912
234,0.279394361201728,2809
235,0.7819082380438919,8432
236,5.632147681376387,2002
237,0.1883875123025291,18142
238,1.1608265904886828,273
239,0.215893777466068,28215
240,0.3620915565893668,9175
241,0.3193846639881713,18648
242,0.3581351951057329,31204
243,0.3927085793811511,21458
244,0.4013695940564141,28160
245,0.2340816943200342,18392
246,0.2815121082730124,11361
247,0.2412834031835105,12333
248,0.3187496025250995,26232
249,0.2448903865360832,369
250,0.2721376504852944,6376
251,0.397744110895571,974
252,0.2966834486329003,14976
253,0.2714005798164801,7000
254,0.2745160032190233,21079
255,0.2899674913845979,5027
256,0.2122467449343601,4509
257,0.2731552153525386,9046
258,1.1669988357804757,451
259,0.5368823597487411,16190
260,0.3821150977269231,20879
261,0.3957712566464547,7375
262,0.2083192206258012,1377
263,0.4984792772616788,11082
264,1.245431649195273,99
265,0.2020913822918705,25117
266,0.304603742301781,1307
267,0.2491641086490814,1968
268,0.6471480878839095,838
269,0.6292649647461683,5675
270,0.2492624983278218,28263
271,0.2451433994849062,17920
272,0.4348223261831191,4514
273,0.2831800920363354,15395
274,0.3292132082747668,3779
275,0.4130686205148344,5204
276,0.2057629383344265,20528
277,0.399994627434165,19857
278,0.2610242086364577,29
279,0.3825794253742361,28850
280,1.6497345604698015,60
281,1.2227572977974608,13535
282,0.3028739007290875,4190
283,0.3755503139487666,20310
284,0.7498349264227384,24426
285,0.5697439021671296,14624
286,0.2698766789549039,6228
287,0.3866304109383767,2605
288,0.3435615262360401,8101
289,0.3120342883023454,25151
290,0.7229897996030372,23756
291,0.3145426464105556,5974
292,1.2394807163979975,16246
293,0.8433157795041667,14203
294,0.3396727559853791,23524
295,0.2587015371318393,21439
296,0.1994686179578027,9373
297,2.238628707524493,10922
298,0.2151480289221015,9532
299,0.6057776143227961,20490
300,0.5203457475896303,7479
301,0.3537652739262529,199
302,2.44457613719976,5408
303,1.5068600169461566,169
304,0.2777239745262678,6719
305,0.2457953848172589,14100
306,1.5109317977249177,7429
307,0.2067336643270615,12358
308,0.249543383509459,5283
309,0.2623557423798537,1001
310,0.63627609301807,12530
311,0.3140550706027761,4794
312,0.2450585973125051,4472
313,0.2336683331590948,6741
314,0.268256555506444,8185
315,0.3031441888549084,12438
316,0.3364059168525092,27773
317,1.0359771971987786,17384
318,0.5662101857580772,7033
319,1.022197095709375,22041
320,0.3466865964242389,14701
321,0.784757298954421,15634
322,0.8239373203753027,446
323,0.4664900004428907,5069
324,0.1818371714878736,4043
325,0.2313059813316315,9110
326,0.3216892466423638,16497
327,0.4824089481550072,15156
328,0.5502559584891693,652
329,0.5807360309191879,5783
330,0.3999075536846183,6596
331,0.2107770473387156,14814
332,0.965984231482226,17278
333,0.3523020584859843,1440
334,0.3233174521762306,300
335,0.3145588124934105,24037
336,0.3209494514670828,6569
337,0.583845157299435,18677
338,0.3667011760628841,4180
339,0.5818818777794117,5652
340,0.3189156103489727,15569
341,2.282091496332037,14558
342,0.5087663042437359,18972
343,0.3337025719566006,5221
344,0.2757350142630692,22098
345,0.2978069915247088,10710
346,0.269365946239169,4973
347,0.2112082306463546,20398
348,2.324908581671609,301
349,0.508791581164801,962
350,0.2191252418789661,11549
351,0.4556939211315563,25563
352,0.3034583315719705,17696
353,0.2492400488119855,15178
354,0.705534626026429,3105
355,0.383978212575581,9439
356,1.852928440367936,13295
357,0.3454745431800181,23188
358,0.3063151755729985,1136
359,0.2361022219345988,18748
360,0.2604136264319623,4827
361,0.8243437224391572,25460
362,0.2438301906545874,20558
363,0.2507925052892776,22020
364,0.3884735993350803,26547
365,0.3396333609911242,13514
366,0.5512800894471866,24736
367,0.5071594146426395,7954
368,0.312042957213656,24703
369,0.3855425723270184,10764
370,0.9440646831810532,26231
371,0.256099532932633,17354
372,0.4477687224190625,20076
373,0.3083741497902626,18414
374,0.6338182792535526,10128
375,1.8007869435745318,21044
376,0.2842248270996701,22141
377,0.3757026668375917,20079
378,0.6372325203856661,4620
379,0.2493959190904763,15433
380,0.3361584316375626,18206
381,1.3170277575813945,27494
382,0.7220924366505366,1704
383,0.3441017866128141,4752
384,0.6051558341172087,22364
385,0.2645779360870457,19458
386,0.3140261970432788,19954
387,0.5415487013497533,18916
388,0.8939358421681151,16172
389,0.4700083426131051,14995
390,0.45388879755436,26787
391,0.3206438162968311,4507
392,0.2801356421975605,20642
393,1.01288177560855,23861
394,0.3316848571563682,5047
395,0.5509648264269951,26617
396,0.275473833222142,22597
397,4.0237584299532365,14126
398,0.7647895436512491,1752
399,0.2123953252766317,15597
400,0.6863181934237161,200
401,1.0512446575786771,78
402,0.3670049700937008,586
403,0.230222861185769,3366
404,0.3804166374893913,7498
405,0.2749822111637463,3818
406,0.2486709236404979,22794
407,0.7142656708781708,12048
408,0.3424088941995425,18258
409,0.2429293856457412,8132
410,0.4158892977643614,26737
411,0.4383094900246073,9513
412,0.2495025223360323,19143
413,0.2804372654322322,17623
414,0.3674070407345238,14594
415,0.3889258409009464,21102
416,0.5287968184250116,28006
417,1.1326031789836273,11285
418,0.2904798872640858,25112
419,0.5323554926185193,3353
420,0.3520896820008706,2062
421,0.2175318262301159,6626
422,0.2097736309554151,3169
423,0.3114946446343899,6902
424,0.3324166424669318,1075
425,0.3201223985211209,26946
426,0.285664554054182,13423
427,0.8823322651649217,4967
428,0.2705073690386327,4366
429,0.5166392041767269,26202
430,0.5685804383327312,19696
431,0.3550186899513168,28101
432,0.2192685841640643,16540
433,0.1849399209572688,19515
434,0.3351752865335818,26391
435,0.7245145831208077,27974
436,2.6039160413817046,506
437,0.2929521822737307,5280
438,0.6031744004220491,17258
439,0.3871296181321326,8658
440,0.3961917373594382,4759
441,0.2316003186481493,10430
442,0.2810905186956597,21917
443,0.3259624718828182,18497
444,0.4813808018289806,23838
445,0.6534994618544827,21515
446,0.2712361059123783,5514
447,0.2908708579333273,16388
448,0.2025574461646528,21485
449,0.2504898454112661,25160
450,0.3831234000067816,2305
451,0.2604756091753564,4614
452,0.2337559442734316,22428
453,1.0526285495680143,16707
454,0.281471120120021,11098
455,0.3840577075976187,1564
456,0.1896945484936581,3044
457,0.2802694145891587,14442
458,0.4607616691656343,18319
459,4.548381215028915,508
460,0.5134094572775754,747
461,0.3394890915602841,1514
462,0.2263584063374748,13789
463,1.7511123251138838,30559
464,0.2776054956026351,16558
465,0.4024606511780492,9852
466,0.245065091714917,9876
467,0.4007916083276067,848
468,0.3264924552132642,26048
469,0.3940870496540788,3475
470,0.4235081657156625,11417
471,0.2710646828793512,16953
472,0.3065630539781658,8292
473,1.4338959417774793,17782
474,0.4248708217513304,14499
475,0.1974933473121251,26072
476,0.4216427292062261,19952
477,0.4527497505659453,501
478,1.0665077986960312,7410
479,0.2294854563352273,16892
480,0.2100176206292246,4964
481,0.4176608899231389,28617
482,0.2894984153931834,10265
483,0.460100050686116,15400
484,0.3288501363529567,5328
485,0.2444546514096191,17598
486,0.3220140555543282,3415
487,0.3267562054961372,15871
488,0.2495167656881071,249
489,0.9011670704573074,2093
490,0.5017260008173958,14136
491,0.2630784503543099,26907
492,0.2080761720216297,11209
493,0.2839699246111988,25496
494,0.39571041872941,24432
495,0.3005211246188402,26589
496,0.2755639826347795,20560
497,0.230200576597773,4071
498,0.2641141806544762,20184
499,4.370285994592748,7499
500,0.3420034528141339,6534
501,0.3644093951237223,25503
502,0.31353354507558,25068
503,0.2442274454533377,6221
504,0.9424642854124382,20934
505,0.2459167596730015,26213
506,0.2855164486607621,1867
507,0.2783080670264403,6987
508,0.3792471440014226,2237
509,3.20031709421411,1237
510,0.644014370838293,9616
511,0.2293902983057046,11102
512,0.5491413852678872,3553
513,0.6079759182332894,2535
514,0.5039782437720401,30530
515,0.2436067068689159,19500
516,0.4016874200207982,16629
517,0.8151191690140398,18510
518,0.2133314897224978,28090
519,0.25585554895884,27352
520,0.4636313606295725,2325
521,0.5035839013654095,14137
522,0.4763545422133656,19656
523,0.3453313393117294,4900
524,0.4679299601058481,6391
525,0.366051391389948,28137
526,0.4670698967051904,14918
527,0.1912711446384448,17637
528,2.5432462651117147,2238
529,0.7057497699041492,13710
530,0.2287195222890764,12821
531,0.3777353279442872,16006
532,0.7483376503277163,11503
533,0.6415714696158877,23560
534,0.3795442721231079,14541
535,0.364412623237967,19083
536,0.566116011108085,9717
537,3.8551108798249287,12014
538,0.4848000480073771,18752
539,0.1964165758426747,25710
540,1.6630455797462231,13498
541,0.1643622172495004,18054
542,0.3597169044218496,2260
543,0.2450916788424565,12120
544,0.3278927781660561,25034
545,0.5209310251143608,4835
546,0.5054324756916546,8772
547,0.587700953457265,19988
548,0.9685161663079562,2039
549,0.2452655248691993,19329
550,0.7582933553995327,24662
551,0.5182867743391737,16765
552,0.353097341235057,1871
553,0.2421917854703859,18331
554,0.7763713012336421,19361
555,0.3285377100340476,17928
556,0.3109879349553038,27983
557,0.3609128049806845,27951
558,0.6472319506974671,4261
559,0.9632159713463329,19862
560,0.3068482602806418,3573
561,0.368461262230791,1782
562,0.2345677292064174,21206
563,0.2053024105366317,17714
564,0.684462611740609,10072
565,0.2325387071103495,30436
566,0.2304132173488792,1604
567,0.2348205183653111,15267
568,0.234011846282113,12879
569,0.3663908630992005,3004
570,1.237722963489267,17383
571,0.3486181880169218,11290
572,0.2971236719354546,26718
573,0.2922493115082842,13899
574,3.453763358592824,6891
575,0.933682894530729,28229
576,0.1976409267077781,27464
577,0.3618236888218561,13987
578,0.1842930919269294,4527
579,0.2979934648365547,23870
580,0.3972725655917861,24376
581,0.4941280944253828,9404
